Name:             Description:
teetert           "Teeter Torture (prototype)"
tehkanwc          "Tehkan World Cup (set 1)"
tehkanwcb         "Tehkan World Cup (set 2, bootleg?)"
tekipaki          "Teki Paki"
tekken            "Tekken (World, TE2/VER.C)"
tekken2           "Tekken 2 Ver.B (US, TES3/VER.D)"
tekken2aa         "Tekken 2 (Asia, TES2/VER.A)"
tekken2ab         "Tekken 2 Ver.B (Asia, TES2/VER.B)"
tekken2jb         "Tekken 2 Ver.B (Japan, TES1/VER.B)"
tekken2jc         "Tekken 2 Ver.B (Japan, TES1/VER.C)"
tekken2ub         "Tekken 2 Ver.B (US, TES3/VER.B)"
tekken3           "Tekken 3 (World, TET2/VER.E1)"
tekken3aa         "Tekken 3 (Asia, TET2/VER.A)"
tekken3ab         "Tekken 3 (Asia, TET2/VER.B)"
tekken3ae         "Tekken 3 (Asia, TET2/VER.E1)"
tekken3ja         "Tekken 3 (Japan, TET1/VER.A)"
tekken3ua         "Tekken 3 (US, TET3/VER.A)"
tekken3ud         "Tekken 3 (US, TET3/VER.D)"
tekkenab          "Tekken (Asia, TE2/VER.B)"
tekkenac          "Tekken (Asia, TE4/VER.C)"
tekkenjb          "Tekken (Japan, TE1/VER.B)"
tektagt           "Tekken Tag Tournament (World, TEG2/VER.C1, set 1)"
tektagtac         "Tekken Tag Tournament (Asia, TEG2/VER.C1, set 1)"
tektagtac1        "Tekken Tag Tournament (Asia, TEG2/VER.C1, set 2)"
tektagtub         "Tekken Tag Tournament (US, TEG3/VER.B)"
teljan            "Tel Jan"
telmahjn          "Telephone Mahjong (Japan 890111)"
tempest           "Tempest (rev 3, Revised Hardware)"
tempest1          "Tempest (rev 1)"
tempest1r         "Tempest (rev 1, Revised Hardware)"
tempest2          "Tempest (rev 2)"
tempest3          "Tempest (rev 3)"
temptube          "Tempest Tubes"
tenballs          "Ten Balls (Ver 1.05)"
tengai            "Tengai (World)"
tengaij           "Sengoku Blade: Sengoku Ace Episode II / Tengai"
tenkai            "Mahjong Tenkaigen"
tenkaibb          "Mahjong Tenkaigen (bootleg b)"
tenkaicb          "Mahjong Tenkaigen (bootleg c)"
tenkaie           "Mahjong Tenkaigen (set 2)"
tenkomor          "Tenkomori Shooting (World, TKM2/VER.A1)"
tenkomorja        "Tenkomori Shooting (Japan, TKM1/VER.A1)"
tenthdeg          "Tenth Degree (prototype)"
tenup             "Ten Up"
term2             "Terminator 2 - Judgment Day (rev LA4 08/03/92)"
term2la1          "Terminator 2 - Judgment Day (rev LA1 11/01/91)"
term2la2          "Terminator 2 - Judgment Day (rev LA2 12/09/91)"
term2la3          "Terminator 2 - Judgment Day (rev LA3 03/27/92)"
terracre          "Terra Cresta (YM3526 set 1)"
terracrea         "Terra Cresta (YM3526 set 3)"
terracren         "Terra Cresta (YM2203)"
terracreo         "Terra Cresta (YM3526 set 2)"
terraf            "Terra Force"
terrafb           "Terra Force (Japan, bootleg set 2)"
terrafj           "Terra Force (Japan)"
terrafjb          "Terra Force (Japan, bootleg with additional Z80)"
terrafu           "Terra Force (US)"
tesorone          "Tesorone Dell'Isola (Italy, v2.41)"
tesorone230       "Tesorone Dell'Isola (Italy, v2.30)"
tesorone240       "Tesorone Dell'Isola (Italy, v2.40)"
tetrbx            "Tetris / Bloxeed (Korean System 16 bootleg) (ISG Selection Master Type 2006)"
tetris            "Tetris (set 4, Japan, System 16A) (FD1094 317-0093)"
tetris1           "Tetris (set 1, Japan, System 16B) (FD1094 317-0091)"
tetris1d          "Tetris (set 1, Japan, System 16B) (bootleg of FD1094 317-0091 set)"
tetris2           "Tetris (set 2, Japan, System 16B) (FD1094 317-0092)"
tetris2d          "Tetris (set 2, Japan, System 16B) (bootleg of FD1094 317-0092 set)"
tetris3           "Tetris (set 3, Japan, System 16A) (FD1094 317-0093a)"
tetris3d          "Tetris (set 3, Japan, System 16A) (bootleg of FD1094 317-0093a set)"
tetrisbl          "Tetris (bootleg)"
tetrisd           "Tetris (set 4, Japan, System 16A) (bootleg of FD1094 317-0093 set)"
tetriskr          "Tetris (Korean bootleg of Mirrorsoft PC-XT Tetris)"
tetriskr_cga      "ISA8_CGA_TETRISKR"
tetrisp           "Tetris Plus (ver 1.0)"
tetrisp2          "Tetris Plus 2 (World)"
tetrisp2j         "Tetris Plus 2 (Japan, V2.2)"
tetrisp2ja        "Tetris Plus 2 (Japan, V2.1)"
tetrisse          "Tetris (Japan, System E)"
tetrist           "Tetris (Japan, Taito B-System, Nastar Conversion Kit)"
tetrista          "Tetris (Japan, Taito B-System, Master of Weapon Conversion Kit)"
tetristh          "Tetris (Japan, Taito H-System)"
tetrsark          "Tetris (D.R. Korea)"
tfrceac           "Thunder Force AC"
tfrceacb          "Thunder Force AC (bootleg)"
tfrceacj          "Thunder Force AC (Japan)"
tgm2              "Tetris the Absolute The Grand Master 2"
tgm2p             "Tetris the Absolute The Grand Master 2 Plus"
tgmj              "Tetris The Grand Master (Japan 980710)"
tgtball           "Target Ball"
tgtballa          "Target Ball"
tgtpanic          "Target Panic"
tharrier          "Task Force Harrier"
tharrieru         "Task Force Harrier (US)"
thedealr          "The Dealer (Visco)"
thedeep           "The Deep (Japan)"
theend            "The End"
theends           "The End (Stern Electronics)"
theglad           "The Gladiator / Shen Jian Fu Mo Lu / Shen Jian Fengyun (M68k label V101) (ARM label V107, ROM 06/06/03 SHEN JIAN V107)"
theglad100        "The Gladiator / Shen Jian Fu Mo Lu / Shen Jian Fengyun (M68k label V100) (ARM label V100, ROM 01/16/03 SHEN JIAN)"
theglad101        "The Gladiator / Shen Jian Fu Mo Lu / Shen Jian Fengyun (M68k label V100) (ARM label V101, ROM 03/13/03 SHEN JIAN)"
thegladpcb        "Tougenkyou - Road of the Sword (M68k label V100) (ARM label V100, ROM 02/25/03 SHEN JIAN) (Japan, JAMMA PCB)"
theglob           "The Glob"
theglob2          "The Glob (earlier)"
theglob3          "The Glob (set 3)"
theglobp          "The Glob (Pac-Man hardware)"
thehand           "The Hand"
thehustl          "The Hustler (Japan, program code M)"
thehustlj         "The Hustler (Japan, program code J)"
themj             "The Mah-jong (Japan)"
thepit            "The Pit"
thepitj           "The Pit (Japan)"
thepitm           "The Pit (bootleg on Moon Quasar hardware)"
thepitu1          "The Pit (US set 1)"
thepitu2          "The Pit (US set 2)"
theroes           "Thunder Heroes"
thetogyu          "The Togyu (315-5065, Japan)"
thief             "Thief"
thndblst          "Thunder Blaster (Japan)"
thndrbld          "Thunder Blade (upright) (FD1094 317-0056)"
thndrbld1         "Thunder Blade (deluxe/standing) (unprotected)"
thndrbldd         "Thunder Blade (upright) (bootleg of FD1094 317-0056 set)"
thndrx2           "Thunder Cross II (World)"
thndrx2a          "Thunder Cross II (Asia)"
thndrx2j          "Thunder Cross II (Japan)"
thndzone          "Thunder Zone (World, Rev 1)"
thndzone4         "Thunder Zone (World 4 Players)"
thndzonea         "Thunder Zone (World)"
thndzonej         "Thunder Zone (Japan)"
thoop             "Thunder Hoop (Ver. 1, Checksum 02A09F7D)"
thoop2            "TH Strikes Back (Non North America, Version 1.0, Checksum 020E0867)"
threeds           "Three Ds - Three Dealers Casino House"
thrilld           "Thrill Drive (JAE)"
thrilldb          "Thrill Drive (JAB)"
thunderj          "ThunderJaws (rev 3)"
thunderja         "ThunderJaws (rev 2)"
thunderl          "Thunder & Lightning"
thunderlbl        "Thunder & Lightning (bootleg with Tetris sound)"
thunderx          "Thunder Cross (set 1)"
thunderxa         "Thunder Cross (set 2)"
thunderxb         "Thunder Cross (set 3)"
thunderxj         "Thunder Cross (Japan)"
thundfox          "Thunder Fox (World)"
thundfoxj         "Thunder Fox (Japan)"
thundfoxu         "Thunder Fox (US)"
thunt             "Puzzle & Action: Treasure Hunt (JUET 970901 V2.00E)"
thuntk            "Puzzle & Action: BoMulEul Chajara (JUET 970125 V2.00K)"
tia_ntsc_video    "TIA Video (NTSC)"
tia_sound         "Atari TIA (Sound)"
tiamc1_sound      "TIA-MC1 Custom Sound"
tickee            "Tickee Tickats"
ticket_dispenser  "Ticket Dispenser"
tictac            "Tic Tac Trivia (6221-23, U5-0C Horizontal)"
tictacv           "Tic Tac Trivia (6221-22, U5-0 Vertical)"
tigerh            "Tiger Heli (US)"
tigerhb1          "Tiger Heli (bootleg set 1)"
tigerhb2          "Tiger Heli (bootleg set 2)"
tigerhb3          "Tiger Heli (bootleg set 3)"
tigerhj           "Tiger Heli (Japan)"
tigeroad          "Tiger Road (US)"
tigeroad_spr      "Simple Capcom (Tiger Road) Sprite"
tigeroadb         "Tiger Road (US bootleg)"
tigeroadu         "Tiger Road (US, Romstar license)"
tighook           "Tiger Hook (Version 2.1E Dual)"
tighookc1         "Tiger Hook (Version 2.1R, set 1)"
tighookc2         "Tiger Hook (Version 2.0LT, set 1)"
tighookd1         "Tiger Hook (Version 2.1R, set 2)"
tighookd2         "Tiger Hook (Version 2.0LT, set 2)"
tighooko          "Tiger Hook (Version 1.7XT)"
tighooko2         "Tiger Hook (Version 1.7)"
tighookv1         "Tiger Hook (Version 2.1R Dual)"
tighookv2         "Tiger Hook (Version 2.0LT Dual)"
tilemap           "Tilemap"
timber            "Timber"
timecris          "Time Crisis (Rev. TS2 Ver.B, World)"
timecrisa         "Time Crisis (Rev. TS2 Ver.A, World)"
timekill          "Time Killers (v1.32)"
timekill121       "Time Killers (v1.21)"
timekill131       "Time Killers (v1.31)"
timelimt          "Time Limit"
timeplt           "Time Pilot"
timeplt_audio     "Time Pilot Audio"
timeplta          "Time Pilot (Atari)"
timepltc          "Time Pilot (Centuri)"
timer             "Timer"
timescan          "Time Scanner (set 2, System 16B)"
timescan1         "Time Scanner (set 1, System 16A, FD1089B 317-0024)"
timesold          "Time Soldiers (US Rev 3)"
timesold1         "Time Soldiers (US Rev 1)"
timetunl          "Time Tunnel"
tinklpit          "Tinkle Pit (Japan)"
tinstar           "The Tin Star (set 1)"
tinstar2          "The Tin Star (set 2)"
tinv2650          "The Invaders"
tiptop            "Tip Top (3 board stack)"
tisub             "Treasure Island (Subsino, set 1)"
tisuba            "Treasure Island (Subsino, set 2)"
titlef            "Title Fight (World)"
titlefj           "Title Fight (Japan)"
titlefu           "Title Fight (US)"
tjumpman          "Tobikose! Jumpman"
tkdensho          "Toukidenshou - Angel Eyes (VER. 960614)"
tkdenshoa         "Toukidenshou - Angel Eyes (VER. 960427)"
tkmmpzdm          "Tokimeki Memorial Taisen Puzzle-dama (ver JAB)"
tknight           "Tecmo Knight"
tkoboxng          "Vs. T.K.O. Boxing"
tlc34076          "TI TLC34076 VIP"
tm                "Touchmaster (v3.00 Euro)"
tm2k              "Touchmaster 2000 Plus (v4.63 Standard)"
tm2ka             "Touchmaster 2000 (v4.02 Standard)"
tm2kb             "Touchmaster 2000 (v4.00 Standard)"
tm3k              "Touchmaster 3000 (v5.02 Standard)"
tm3ka             "Touchmaster 3000 (v5.01 Standard)"
tm4k              "Touchmaster 4000 (v6.03 Standard)"
tm4ka             "Touchmaster 4000 (v6.02 Standard)"
tm4kb             "Touchmaster 4000 (v6.01 Standard)"
tm4kca            "Touchmaster 4000 (v6.02 California)"
tm4kmn            "Touchmaster 4000 (v6.01 Minnesota)"
tm4knj            "Touchmaster 4000 (v6.03 New Jersey)"
tm5k              "Touchmaster 5000 (v7.10 Standard)"
tm5ka             "Touchmaster 5000 (v7.01 Standard)"
tm5kca            "Touchmaster 5000 (v7.10 California)"
tm5kmn            "Touchmaster 5000 (v7.10 Minnesota)"
tm7k              "Touchmaster 7000 (v8.04 Standard)"
tm7ka             "Touchmaster 7000 (v8.00 Standard)"
tm7keval          "Touchmaster 7000 (v8.1X ASI Standard Evaluation)"
tm7kmn            "Touchmaster 7000 (v8.04 Minnesota)"
tm7kmna           "Touchmaster 7000 (v8.00 Minnesota)"
tm7knj            "Touchmaster 7000 (v8.05 New Jersey)"
tm8k              "Touchmaster 8000 (v9.04 Standard)"
tm8k902           "Touchmaster 8000 (v9.02 Standard)"
tmdo              "Touchmaster (v2.2-01 Standard)"
tmek20            "T-MEK (v2.0, prototype)"
tmht              "Teenage Mutant Hero Turtles (UK 4 Players, version F)"
tmht22pe          "Teenage Mutant Hero Turtles - Turtles in Time (2 Players ver EBA)"
tmht2p            "Teenage Mutant Hero Turtles (UK 2 Players, version U)"
tmht2pa           "Teenage Mutant Hero Turtles (UK 2 Players, version ?)"
tmhta             "Teenage Mutant Hero Turtles (UK 4 Players, version S)"
tmhtb             "Teenage Mutant Hero Turtles (UK 4 Players, version ?)"
tmmjprd           "Tokimeki Mahjong Paradise - Dear My Love"
tmnt              "Teenage Mutant Ninja Turtles (World 4 Players, version X)"
tmnt2             "Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver UAA)"
tmnt22pu          "Teenage Mutant Ninja Turtles - Turtles in Time (2 Players ver UDA)"
tmnt2a            "Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver ADA)"
tmnt2pj           "Teenage Mutant Ninja Turtles (Japan 2 Players, version 1)"
tmnt2po           "Teenage Mutant Ninja Turtles (Oceania 2 Players, version ?)"
tmntj             "Teenage Mutant Ninja Turtles (Japan 4 Players, version 2)"
tmntu             "Teenage Mutant Ninja Turtles (US 4 Players, version R)"
tmntua            "Teenage Mutant Ninja Turtles (US 4 Players, version J)"
tmp68301          "Toshiba TMP68301"
tmp90840          "Toshiba TMP90840"
tmp90841          "Toshiba TMP90841"
tmp91640          "Toshiba TMP91640"
tmp95c063         "Toshiba TMP95C063"
tmpdoki           "Tokimeki Mahjong Paradise - Doki Doki Hen"
tmpz84c011        "Toshiba TMPZ84C011"
tms_29f040        "Texas Instruments 29F040 Flash"
tms32010          "Texas Instruments TMS32010"
tms32015          "Texas Instruments TMS32015"
tms32025          "Texas Instruments TMS32025"
tms32026          "Texas Instruments TMS32026"
tms32031          "Texas Instruments TMS32031"
tms32032          "Texas Instruments TMS32032"
tms32051          "Texas Instruments TMS32051"
tms32053          "Texas Instruments TMS32053"
tms32082_mp       "Texas Instruments TMS32082 MP"
tms32082_pp       "Texas Instruments TMS32082 PP"
tms34010          "TMS34010"
tms34020          "TMS34020"
tms34061          "TI TMS34061 VSC"
tms3615           "TMS3615"
tms36xx           "TMS36XX"
tms5100           "TMS5100"
tms5110a          "TMS5110A"
tms5200           "TMS5200"
tms5220           "TMS5220"
tms5220c          "TMS5220C"
tms57002          "Texas Instruments TMS57002 'DASP'"
tms9118           "TMS9118 VDP"
tms9128           "TMS9128 VDP"
tms9902           "TMS9902 ACC"
tms9927           "TMS9927 VTC"
tms9928a          "TMS9928A VDP"
tms9980a          "Texas Instruments TMS9980A"
tms9995           "Texas Instruments TMS9995"
tmsprom           "TMSPROM"
tndrcade          "Thundercade / Twin Formation"
tndrcadej         "Tokusyu Butai U.A.G. (Japan)"
tnextspc          "The Next Space (set 1)"
tnextspc2         "The Next Space (set 2)"
tnextspcj         "The Next Space (Japan)"
tnk3              "T.N.K III (US)"
tnk3j             "T.A.N.K (Japan)"
tnzs              "The NewZealand Story (World, new version) (P0-043A PCB)"
tnzsj             "The NewZealand Story (Japan, new version) (P0-043A PCB)"
tnzsjo            "The NewZealand Story (Japan, old version) (P0-041A PCB)"
tnzso             "The NewZealand Story (World, old version) (P0-041A PCB)"
tnzsop            "The NewZealand Story (World, prototype) (P0-041-1 PCB)"
toaplan_scu       "Toaplan SCU"
todruaga          "The Tower of Druaga (New Ver.)"
todruagao         "The Tower of Druaga (Old Ver.)"
todruagas         "The Tower of Druaga (Sidam)"
toffy             "Toffy"
togenkyo          "Tougenkyou (Japan 890418)"
